,code_agb,groupe_aliment,sous_groupe_aliment,nom_produit,lci_name,code_saison,code_avion,kg_CO2_eq,Pt_utilisation_sol_eq,m3_consommation_eau_eq,mol_acidification_kg_eq,groupe_aliment_color
490,25508,entrées et plats composés,feuilletées et autres entrées,Feuilleté ou Friand jambon fromage,Ham and cheese in puffed pastry,2,0,5.28,281.0,2.59,0.0716,#5DADE2
491,26256,entrées et plats composés,"pizzas, tartes et crêpes salées",Ficelle picarde,Ham and mushroom pancake in cheese sauce,2,0,7.7,413.0,5.64,0.143,#5DADE2
492,25550,entrées et plats composés,"pizzas, tartes et crêpes salées",Flammenkueche ou Tarte flambée aux lardons,Flamed tart (thin-crusted onion tart with cream and lardoons),2,0,2.4,123.0,2.2,0.0369,#5DADE2
493,8297,entrées et plats composés,plats composés,Flan de légumes,Vegetable flan,2,0,1.95,122.0,3.75,0.0267,#5DADE2
494,7811,entrées et plats composés,sandwichs,"Focaccia, garnie","Focaccia, filled",2,0,3.19,169.0,3.32,0.0441,#5DADE2
495,25509,entrées et plats composés,plats composés,"Fondue savoyarde (fromages, vin, pain)",Savoy-style fondue (cheese wine and bread),2,0,3.7,201.0,1.23,0.0376,#5DADE2
496,7812,entrées et plats composés,sandwichs,"Fougasse, garnie","Fougasse, filled",2,0,1.12,96.6,2.07,0.0116,#5DADE2
497,25546,entrées et plats composés,plats composés,Fromage pané au jambon,"Cheese and ham, breaded",2,0,5.16,283.0,1.98,0.0579,#5DADE2
498,25234,entrées et plats composés,plats végétariens,"Galette de céréales aux légumes (sans soja), préemballé",Cereal patty (without soybean),2,0,1.51,161.0,1.5,0.0118,#5DADE2
499,25593,entrées et plats composés,plats végétariens,"Galette ou pavé au blé et soja (convient aux véganes ou végétaliens), préemballé","Plant-based patty or steak from wheat and soybean (vegan), prepacked",2,0,1.84,142.0,0.825,0.0118,#5DADE2
500,25596,entrées et plats composés,plats végétariens,"Galette ou pavé au soja et légumes, préemballé","Soy-based patty, plain (vegetable steak), prepacked",2,0,1.77,99.6,0.875,0.0133,#5DADE2
501,25437,entrées et plats composés,plats composés,Gougère,Small cheese chou-pastry puff,2,0,3.13,178.0,1.79,0.0438,#5DADE2
502,25052,entrées et plats composés,plats composés,Gratin d'aubergine,Eggplant au gratin (oven grilled),2,0,1.6,54.7,2.39,0.0134,#5DADE2
503,25056,entrées et plats composés,plats composés,Gratin dauphinois,"Dauphiné-style creamed potatoes ""au gratin""",2,0,1.64,73.3,1.03,0.0143,#5DADE2
504,25101,entrées et plats composés,plats composés,Gratin de chou-fleur,Cauliflower au gratin (oven grilled),2,0,1.61,68.0,0.459,0.0146,#5DADE2
505,25162,entrées et plats composés,plats composés,Gratin de légumes,Vegetables au gratin (oven grilled),2,0,1.6,54.7,2.39,0.0134,#5DADE2
506,25588,entrées et plats composés,plats composés,"Gratin de légumes en sauce blanche type béchamel, cuit",Vegetables au gratin (oven grilled) in bechamel sauce,2,0,1.61,68.0,0.459,0.0146,#5DADE2
507,25122,entrées et plats composés,plats composés,Gratin de pâtes,Pasta au gratin (oven grilled),2,0,2.76,190.0,1.29,0.0273,#5DADE2
508,25154,entrées et plats composés,plats composés,Gratin de poisson et purée ou brandade aux pommes de terre ou parmentier de poisson,Fish brandade or fish shepherd's pie,2,0,8.48,80.2,1.06,0.238,#5DADE2
509,25037,entrées et plats composés,plats composés,"Gratin ou cassolette de poisson et / ou fruits de mer, à cuire","Fish or seafood au gratin, intended to be cook",2,0,8.79,153.0,0.807,0.221,#5DADE2
510,25038,entrées et plats composés,plats composés,"Gratin ou cassolette de poisson et / ou fruits de mer, cuit","Fish and shrimp 'au gratin', previously frozen",2,0,8.9,148.0,1.13,0.214,#5DADE2
511,30181,entrées et plats composés,plats végétariens,"Haché végétal à base de soja, préemballé","Soy-based minced, prepacked",2,0,1.8,110.0,1.09,0.0107,#5DADE2
512,25009,entrées et plats composés,plats composés,Hachis Parmentier à la viande,Shepherd's pie or cottage pie with meat,2,0,11.0,751.0,2.97,0.148,#5DADE2
513,25413,entrées et plats composés,sandwichs,"Hamburger, provenant de fast food","Hamburger, from fast foods restaurant",2,0,17.0,1190.0,3.99,0.234,#5DADE2
514,20194,entrées et plats composés,plats composés,"Haricots blancs à la sauce tomate, appertisés","Haricot beans with tomato sauce, canned",2,0,0.586,46.9,3.62,0.00444,#5DADE2
515,25403,entrées et plats composés,sandwichs,Hot-dog,Hot-dog,2,0,7.04,458.0,2.72,0.0995,#5DADE2
516,25063,entrées et plats composés,plats composés,Lapin à la moutarde,Rabbit with mustard sauce,2,0,5.49,247.0,5.49,0.0851,#5DADE2
517,25219,entrées et plats composés,plats composés,"Lasagnes ou canelloni aux légumes et au fromage de chèvre, cuits","Lasagna or cannelloni with vegetables and goat cheese, cooked",2,0,2.39,117.0,7.35,0.0189,#5DADE2
518,25081,entrées et plats composés,plats composés,Lasagnes ou cannelloni à la viande (bolognaise),Lasagna or cannelloni with meat (bolognese sauce),2,0,5.05,356.0,2.14,0.0611,#5DADE2
519,25635,entrées et plats composés,plats composés,Lasagnes ou cannelloni au fromage et aux épinards,Lasagna or cannelloni with goat cheese and spinach,2,0,2.91,192.0,1.96,0.0476,#5DADE2
520,25139,entrées et plats composés,plats composés,Lasagnes ou cannelloni au poisson,Lasagna or cannelloni with fish,2,0,3.33,206.0,1.49,0.031,#5DADE2
521,25131,entrées et plats composés,plats composés,Lasagnes ou cannelloni aux légumes,Lasagna or cannelloni with vegetables,2,0,2.39,117.0,7.35,0.0189,#5DADE2
522,25218,entrées et plats composés,plats composés,"Lasagnes ou cannelloni aux légumes, cuits","Lasagna or cannelloni with vegetables, cooked",2,0,2.39,117.0,7.35,0.0189,#5DADE2
523,25511,entrées et plats composés,plats composés,Légumes farcis (sauf tomate),Stuffed vegetables (excluding tomato),2,0,4.09,206.0,4.51,0.0699,#5DADE2
524,10083,entrées et plats composés,plats composés,"Moules farcies (matière grasse, persillade…), crues","Mussels, filled (fat, parsley and garlic…)",2,0,3.23,259.0,0.993,0.026,#5DADE2
525,10082,entrées et plats composés,plats composés,Moules marinières (oignons et vin blanc),"Mussels, in a shallot and white wine broth",2,0,3.23,259.0,0.993,0.026,#5DADE2
526,25123,entrées et plats composés,plats composés,Moussaka,Moussaka,2,0,22.6,2420.0,8.3,0.401,#5DADE2
527,25124,entrées et plats composés,plats composés,Navarin d'agneau aux légumes,Stewed lamb garnished with potatoes and other vegetables,2,0,25.3,2740.0,8.64,0.451,#5DADE2
528,25420,entrées et plats composés,feuilletées et autres entrées,Nem ou Pâté impérial,Egg roll or Nem,2,0,3.31,166.0,19.4,0.0444,#5DADE2
529,25583,entrées et plats composés,feuilletées et autres entrées,"Nem ou Pâté impérial, au porc, cuit","Egg roll or Nem, with pork, cooked",2,0,3.31,166.0,19.4,0.0444,#5DADE2
530,25582,entrées et plats composés,feuilletées et autres entrées,"Nem ou Pâté impérial, au poulet, cuit","Egg roll or Nem, with chicken, cooked",2,0,3.31,166.0,19.4,0.0444,#5DADE2
531,25584,entrées et plats composés,feuilletées et autres entrées,"Nem ou Pâté impérial, aux crevettes et/ou au crabe, cuit","Egg roll or Nem, with shrimp and/or crab, cooked",2,0,3.31,166.0,19.4,0.0444,#5DADE2
532,25183,entrées et plats composés,plats composés,Nouilles sautées/poêlées aux crevettes,Noodles with shrimps sautéed/pan-fried,2,0,3.1,111.0,-14.7,0.0225,#5DADE2
533,25227,entrées et plats composés,plats végétariens,"Nuggets soja et blé (convient aux véganes ou végétaliens), préemballé",Soybean and wheat-based nuggets (vegan),2,0,1.58,136.0,0.601,0.0128,#5DADE2
534,25164,entrées et plats composés,plats composés,Osso buco,Osso buco,2,0,14.2,944.0,4.86,0.142,#5DADE2
535,25031,entrées et plats composés,plats composés,Paëlla,Paëlla,2,0,3.05,74.0,18.5,0.054,#5DADE2
536,25199,entrées et plats composés,plats composés,"Palet ou galette de légumes, préfrit, surgelé","Vegetable rosti, pre-fried, frozen",2,0,1.18,62.9,3.49,0.0145,#5DADE2
537,25208,entrées et plats composés,plats composés,"Palet ou galette de légumes, préfrit, surgelé, cuit","Vegetable rosti, pre-fried, frozen, cooked",2,0,1.18,62.9,3.49,0.0145,#5DADE2
538,25513,entrées et plats composés,sandwichs,Pan bagnat,"Large round sandwich with lettuce, tuna, anchovy and black olives",2,0,1.86,98.4,3.04,0.0354,#5DADE2
539,25195,entrées et plats composés,plats composés,Parmentier de canard,Shepherd's pie with duck,2,0,4.91,229.0,4.2,0.0671,#5DADE2
540,25587,entrées et plats composés,plats composés,"Parmentier de canard, cuit","Shepherd's pie with duck, cooked",2,0,4.91,229.0,4.2,0.0671,#5DADE2
541,25568,entrées et plats composés,"pizzas, tartes et crêpes salées",Pastilla au poulet,"Pastilla, filled with chicken (pie)",2,0,3.87,219.0,7.42,0.0638,#5DADE2
542,25085,entrées et plats composés,plats composés,"Pâtes à la bolognaise (spaghetti, tagliatelles…)","Bolognese-style pasta (spaghetti, tagliatelle…)",2,0,5.42,369.0,2.61,0.0661,#5DADE2
543,25135,entrées et plats composés,plats composés,"Pâtes à la carbonara (spaghetti, tagliatelles…)","Carbonara-style pasta (spaghetti, tagliatelle…)",2,0,2.72,180.0,1.99,0.0317,#5DADE2
544,25198,entrées et plats composés,plats composés,"Pâtes en sauce aux fromages (spaghetti, tagliatelles…)","Pasta with cheese sauce (spaghetti, tagliatelle…)",2,0,2.94,169.0,1.53,0.0368,#5DADE2
545,25203,entrées et plats composés,plats composés,"Pâtes fraîches farcies (ex : ravioli), aux légumes, crues","Fresh pasta, stuffed with vegetables (e.g. ravioli), raw",2,0,2.18,111.0,2.19,0.0312,#5DADE2
546,25157,entrées et plats composés,plats composés,"Pâtes fraîches farcies (ex : raviolis), à la viande (ex : bolognaise), crues","Fresh pasta, stuffed with meat (e.g. bolognese-style ravioli), raw",2,0,13.8,962.0,4.03,0.198,#5DADE2
547,25158,entrées et plats composés,plats composés,"Pâtes fraîches farcies (ex : raviolis), à la viande (ex : bolognaise), cuites","Fresh pasta, stuffed with meat (e.g. bolognese-style ravioli), cooked",2,0,13.8,962.0,4.03,0.198,#5DADE2
548,25182,entrées et plats composés,plats composés,"Pâtes fraîches farcies (ex : raviolis), au fromage et aux légumes, crues","Fresh pasta, stuffed with cheese and vegetables (e.g. ravioli), raw",2,0,3.02,169.0,1.67,0.0372,#5DADE2
549,25155,entrées et plats composés,plats composés,"Pâtes fraîches farcies (ex : raviolis), au fromage et aux légumes, cuites","Fresh pasta, stuffed with cheese and vegetables (e.g. ravioli), cooked",2,0,3.02,169.0,1.67,0.0372,#5DADE2
550,25193,entrées et plats composés,plats composés,"Pâtes fraîches farcies (ex : raviolis), aux légumes, cuites","Fresh pasta, stuffed with vegetables (e.g. ravioli), cooked",2,0,2.18,111.0,2.19,0.0312,#5DADE2
551,25181,entrées et plats composés,plats composés,"Pâtes fraîches farcies (ex : raviolis, ravioles du Dauphiné), au fromage, crues","Fresh pasta, stuffed with cheese (e.g. ravioli), raw",2,0,3.02,169.0,1.67,0.0372,#5DADE2
552,25149,entrées et plats composés,plats composés,"Pâtes fraîches farcies (ex : raviolis, ravioles du Dauphiné), au fromage, cuites","Fresh pasta, stuffed with cheese (e.g. ravioli), cooked",2,0,3.02,169.0,1.67,0.0372,#5DADE2
553,25125,entrées et plats composés,plats composés,Paupiette de veau,Veal olive or veal paupiette,2,0,17.2,1100.0,8.66,0.186,#5DADE2
554,25213,entrées et plats composés,plats composés,"Paupiette de veau, cuite au four","Veal paupiette, cooked in oven",2,0,17.2,1100.0,8.66,0.186,#5DADE2
555,25126,entrées et plats composés,plats composés,Paupiette de volaille,Poultry paupiette,2,0,7.37,361.0,6.47,0.123,#5DADE2
556,25010,entrées et plats composés,plats composés,Petit salé ou saucisse aux lentilles,Salt-cured pork belly with lentils,2,0,2.21,116.0,1.67,0.0328,#5DADE2
557,20240,entrées et plats composés,plats composés,Piperade basquaise,"Piperade, Basque-style (fondue of sweet peppers and tomatoes flavoured with onions and garlics)",2,0,1.22,51.2,2.24,0.0087,#5DADE2
558,25528,entrées et plats composés,"pizzas, tartes et crêpes salées",Pissaladière,"Pizza, onion anchovy and black olives",2,0,1.85,90.6,2.09,0.0186,#5DADE2
559,25478,entrées et plats composés,"pizzas, tartes et crêpes salées",Pizza 4 fromages,"Pizza, four cheeses",2,0,3.28,242.0,1.88,0.0585,#5DADE2
560,25457,entrées et plats composés,"pizzas, tartes et crêpes salées","Pizza à la viande, type bolognaise","Pizza, bolognese-style w meat",2,0,7.31,486.0,2.28,0.0959,#5DADE2
561,25468,entrées et plats composés,"pizzas, tartes et crêpes salées",Pizza au chèvre et lardons,"Pizza, goat cheese and lardoons",2,0,3.54,205.0,3.01,0.0698,#5DADE2
562,25462,entrées et plats composés,"pizzas, tartes et crêpes salées",Pizza au chorizo ou salami,"Pizza, chorizo or salami",2,0,2.43,115.0,1.89,0.0326,#5DADE2
563,25404,entrées et plats composés,"pizzas, tartes et crêpes salées",Pizza au fromage ou Pizza margherita,"Pizza, cheese and tomato or Margherita pizza",2,0,1.63,88.6,2.09,0.0158,#5DADE2
564,26272,entrées et plats composés,"pizzas, tartes et crêpes salées",Pizza au poulet,"Pizza, chicken",2,0,2.96,164.0,3.44,0.0384,#5DADE2
565,25464,entrées et plats composés,"pizzas, tartes et crêpes salées",Pizza au saumon,"Pizza, salmon",2,0,2.45,103.0,1.91,0.035,#5DADE2
566,26274,entrées et plats composés,"pizzas, tartes et crêpes salées",Pizza au speck ou jambon cru,"Pizza, cured ham",2,0,3.03,172.0,3.13,0.0438,#5DADE2
567,26270,entrées et plats composés,"pizzas, tartes et crêpes salées",Pizza au thon,"Pizza, tuna",2,0,2.45,103.0,1.91,0.035,#5DADE2
568,25463,entrées et plats composés,"pizzas, tartes et crêpes salées",Pizza aux fruits de mer,"Pizza, seafood",2,0,2.45,103.0,1.91,0.035,#5DADE2
569,25570,entrées et plats composés,"pizzas, tartes et crêpes salées","Pizza aux lardons, oignons et fromage","Pizza, lardoons onions and cheese",2,0,3.54,205.0,3.01,0.0698,#5DADE2
570,25472,entrées et plats composés,"pizzas, tartes et crêpes salées",Pizza aux légumes ou Pizza 4 saisons,"Pizza, vegetables or pizza 4 seasons",2,0,3.22,133.0,6.55,0.0362,#5DADE2
571,25477,entrées et plats composés,"pizzas, tartes et crêpes salées",Pizza champignons fromage,"Pizza, cheese and mushrooms",2,0,3.18,96.3,17.8,0.02,#5DADE2
572,25435,entrées et plats composés,"pizzas, tartes et crêpes salées",Pizza jambon fromage,"Pizza, ham and cheese",2,0,3.03,172.0,3.13,0.0438,#5DADE2
573,25548,entrées et plats composés,"pizzas, tartes et crêpes salées","Pizza jambon fromage champignons ou pizza royale, reine ou regina","Pizza, ham cheese and mushrooms",2,0,3.24,118.0,9.22,0.0346,#5DADE2
574,26271,entrées et plats composés,"pizzas, tartes et crêpes salées",Pizza kebab,"Pizza, kebab",2,0,3.03,172.0,3.13,0.0438,#5DADE2
575,26273,entrées et plats composés,"pizzas, tartes et crêpes salées",Pizza type raclette ou tartiflette,Pizza with raclette or tartiflette cheese and lardoons,2,0,3.54,205.0,3.01,0.0698,#5DADE2
576,20273,entrées et plats composés,plats composés,"Poêlée de légumes assaisonnés à l'asiatiques ou wok de légumes, surgelée, crue","Vegetables pan-fried or stir-fried, Asian-style, frozen, raw",2,0,1.19,14.4,2.74,0.00638,#5DADE2
577,20498,entrées et plats composés,plats composés,"Poêlée de légumes assaisonnés aux champignons (""champêtre""), surgelée","Vegetables pan-fried with mushrooms (country-style), frozen",2,0,1.19,14.4,2.74,0.00638,#5DADE2
578,20274,entrées et plats composés,plats composés,"Poêlée de légumes assaisonnés grillée, méridionale ou méditerranéenne, surgelée, crue","Grilled vegetables pan-fried, Mediterranean-style, frozen, raw",2,0,1.19,14.4,2.74,0.00638,#5DADE2
579,20262,entrées et plats composés,plats composés,"Poêlée de légumes assaisonnés sans champignon, surgelée, crue","Vegetables pan-fried without mushrooms, frozen, raw",2,0,1.19,14.4,2.74,0.00638,#5DADE2
580,25057,entrées et plats composés,plats composés,"Poêlée de pommes de terre préfrites, lardons ou poulet, et autres, sans légumes verts","Pre-fried potatoes, pan-fried, lardoons or chicken, and other, without green vegetables",2,0,2.25,75.2,7.34,0.0252,#5DADE2
581,25086,entrées et plats composés,plats composés,Poisson blanc à la bordelaise,Fish w bordelaise sauce,2,0,8.85,121.0,-9.69,0.191,#5DADE2
582,25140,entrées et plats composés,plats composés,Poisson blanc à la florentine (sauce aux épinards),White fish with Florentine-style sauce (spinach sauce),2,0,8.54,60.9,0.758,0.241,#5DADE2
583,25141,entrées et plats composés,plats composés,"Poisson blanc à la marinière (sauce aux oignons, vin blanc, moules)","White fish with shallots, mussels and white wine sauce",2,0,8.85,121.0,-9.69,0.191,#5DADE2
584,25143,entrées et plats composés,plats composés,Poisson blanc à la parisienne (sauce aux champignons),White fish with Parisian-style sauce (mushrooms sauce),2,0,9.35,57.1,-3.0,0.257,#5DADE2
585,25128,entrées et plats composés,plats composés,Poisson blanc à la provençale ou niçoise (sauce tomate),White fish with Provencal-style sauce (tomato sauce),2,0,9.14,56.5,2.08,0.27,#5DADE2
586,25142,entrées et plats composés,plats composés,Poisson blanc à la sauce moutarde,White fish with mustard sauce,2,0,8.54,60.9,0.758,0.241,#5DADE2
587,25145,entrées et plats composés,plats composés,Poisson blanc à l'estragon,White fish with tarragon sauce,2,0,8.54,60.9,0.758,0.241,#5DADE2
588,25146,entrées et plats composés,plats composés,Poisson blanc sauce oseille,White fish with sorrel sauce,2,0,8.54,60.9,0.758,0.241,#5DADE2
589,26054,entrées et plats composés,plats composés,"Poisson en sauce, surgelé","Fish, in sauce, frozen",2,0,8.74,61.0,1.22,0.233,#5DADE2
590,25207,entrées et plats composés,plats composés,Porc au caramel,Pork with caramel sauce,2,0,10.5,582.0,8.32,0.196,#5DADE2
591,25013,entrées et plats composés,plats composés,Pot-au-feu,Boiled meat with vegetables,2,0,16.3,1140.0,4.41,0.225,#5DADE2
592,25071,entrées et plats composés,plats composés,Potée auvergnate (chou et porc),"Pork sausage stew with cabbage, carrots and potatoes",2,0,4.23,212.0,3.56,0.0726,#5DADE2
593,25174,entrées et plats composés,plats composés,Poulet au curry et au lait de coco,Chicken with curry and coconut milk sauce,2,0,6.76,314.0,7.08,0.104,#5DADE2
594,25190,entrées et plats composés,plats composés,Poulet basquaise,"Chicken, Basque style",2,0,5.14,233.0,6.0,0.0769,#5DADE2
595,25405,entrées et plats composés,"pizzas, tartes et crêpes salées",Quiche lorraine,Quiche Lorraine (eggs and lardoons quiche),2,0,4.21,228.0,2.48,0.0662,#5DADE2
596,25018,entrées et plats composés,plats composés,Ratatouille cuisinée,Ratatouille cooked,2,0,0.98,114.0,5.87,0.0118,#5DADE2
597,25019,entrées et plats composés,plats composés,"Ravioli à la viande, sauce tomate, appertisé","Ravioli filled with meat, in tomato sauce, canned",2,0,3.15,199.0,1.19,0.038,#5DADE2
598,25110,entrées et plats composés,plats composés,"Ravioli chinois à la vapeur à la crevette, cuit","Dumplings, steamed, with shrimps, cooked",2,0,7.25,113.0,-55.3,0.051,#5DADE2
599,25192,entrées et plats composés,plats composés,"Raviolis aux légumes, sauce tomate, appertisés","Ravioli filled with vegetables, in tomato sauce, canned",2,0,1.96,108.0,2.0,0.0302,#5DADE2
600,25189,entrées et plats composés,plats composés,"Risotto, aux fromages","Risotto, w cheeses",2,0,2.38,67.4,8.03,0.0187,#5DADE2
601,25188,entrées et plats composés,plats composés,"Risotto, aux fruits de mer","Risotto, w seafood",2,0,2.38,67.4,8.03,0.0187,#5DADE2
602,25187,entrées et plats composés,plats composés,"Risotto, aux légumes","Risotto, w vegetables",2,0,2.38,67.4,8.03,0.0187,#5DADE2
603,25196,entrées et plats composés,plats composés,"Riste d'aubergines (aubergines, tomates, oignons)","Riste (Eggplant, tomatoes, onions)",2,0,0.98,114.0,5.87,0.0118,#5DADE2
604,25185,entrées et plats composés,plats composés,"Riz blanc, cuit, avec légumes et viande","White rice, cooked, with vegetables and meat",2,0,2.47,118.0,11.9,0.0383,#5DADE2
605,25184,entrées et plats composés,plats composés,"Riz blanc, cuit, avec poulet","White rice, cooked, with chicken",2,0,2.89,134.0,14.3,0.047,#5DADE2
606,25088,entrées et plats composés,plats composés,Riz cantonais,Cantonese rice,2,0,2.48,122.0,21.7,0.0365,#5DADE2
607,25419,entrées et plats composés,feuilletées et autres entrées,Rouleau de printemps,Spring roll,2,0,2.33,74.9,4.45,0.0165,#5DADE2
608,25628,entrées et plats composés,salades composées et crudités,"Salade César au poulet (salade verte, fromage, croûtos, sauce)","Caesar's salad (salad, chicken, croûtons, sauce)",2,0,3.12,131.0,3.48,0.041,#5DADE2
609,25602,entrées et plats composés,salades composées et crudités,"Salade composée avec viande ou poisson, appertisée, égouttée","Prepared mixed meat/fish canned, drained salad",2,0,15.4,78.3,1.79,0.454,#5DADE2
610,26259,entrées et plats composés,salades composées et crudités,"Salade de chou ou Coleslaw, avec sauce, préemballée","Coleslaw, w sauce, prepacked",2,0,1.03,56.1,1.8,0.00881,#5DADE2
611,25619,entrées et plats composés,salades composées et crudités,"Salade de pâtes aux légumes, avec poisson ou viande","Prepared pasta salad, with vegetable, meat or fish",2,0,2.89,132.0,1.65,0.0432,#5DADE2
612,25615,entrées et plats composés,salades composées et crudités,"Salade de pâtes, végétarienne","Prepared pasta salad, vegetarian",2,0,1.69,121.0,2.24,0.0148,#5DADE2
613,25609,entrées et plats composés,salades composées et crudités,"Salade de pomme de terre à la piémontaise, préemballée","Potato salad, piémontaise-style, prepacked",2,0,3.06,172.0,3.25,0.0517,#5DADE2
614,25606,entrées et plats composés,salades composées et crudités,Salade de pommes de terre maison,"Prepared potatoes salad, home-made",2,0,4.44,209.0,3.27,0.0693,#5DADE2
615,25614,entrées et plats composés,salades composées et crudités,Salade de riz,Prepared rice salad,2,0,1.43,62.2,19.1,0.0127,#5DADE2
616,25601,entrées et plats composés,salades composées et crudités,"Salade de thon et légumes, appertisée, égouttée","Prepared mixed tuna and vegetable salad, canned, drained",2,0,5.07,68.4,3.03,0.117,#5DADE2
617,25108,entrées et plats composés,feuilletées et autres entrées,Samossas ou Samoussas,Beef samosas or samoosas,2,0,23.2,1660.0,6.22,0.322,#5DADE2
618,25518,entrées et plats composés,sandwichs,"Sandwich baguette, camembert, beurre","Sandwich made with French bread, camembert cheese and butter",2,0,3.21,169.0,1.25,0.0322,#5DADE2
619,25530,entrées et plats composés,sandwichs,"Sandwich baguette, crudités diverses, mayonnaise","Sandwich made with French bread, raw vegetables and mayonnaise",2,0,2.28,116.0,2.56,0.0327,#5DADE2
620,25531,entrées et plats composés,sandwichs,"Sandwich baguette, dinde, crudités (tomate, salade), mayonnaise","Sandwich made with French bread, turkey, raw vegetables (lettuce & tomato) and mayonnaise",2,0,2.28,116.0,2.56,0.0327,#5DADE2
621,25485,entrées et plats composés,sandwichs,"Sandwich baguette, jambon emmental","Sandwich made with French bread, ham and emmental cheese",2,0,4.68,236.0,2.74,0.0679,#5DADE2
622,25517,entrées et plats composés,sandwichs,"Sandwich baguette, jambon, beurre","Sandwich made with French bread, ham and butter",2,0,4.75,236.0,3.28,0.0785,#5DADE2
623,25521,entrées et plats composés,sandwichs,"Sandwich baguette, jambon, emmental, beurre","Sandwich made with French bread, ham, emmental cheese and butter",2,0,4.68,236.0,2.74,0.0679,#5DADE2
624,25475,entrées et plats composés,sandwichs,"Sandwich baguette, jambon, oeuf dur, crudités (tomate, salade), beurre","Sandwich made with French bread, hard-boiled egg, raw vegetables (tomato and lettuce) and butter",2,0,2.62,138.0,2.5,0.0428,#5DADE2
625,25535,entrées et plats composés,sandwichs,"Sandwich baguette, merguez, ketchup moutarde","Sandwich made with French bread, merguez sausage, ketchup and mustard",2,0,3.41,176.0,2.09,0.0507,#5DADE2
626,25532,entrées et plats composés,sandwichs,"Sandwich baguette, oeuf, crudités (tomate, salade), mayonnaise","Sandwich made with French bread, egg, raw vegetables (tomato and lettuce) and mayonnaise",2,0,1.86,133.0,2.34,0.0319,#5DADE2
627,25519,entrées et plats composés,sandwichs,"Sandwich baguette, pâté, cornichons","Sandwich made with French bread, pâté and pickles",2,0,3.0,149.0,2.48,0.0444,#5DADE2
628,25533,entrées et plats composés,sandwichs,"Sandwich baguette, porc, crudités (tomate, salade), mayonnaise","Sandwich made with French bread, pork, raw vegetables (lettuce & tomato) and mayonnaise",2,0,2.62,138.0,2.5,0.0428,#5DADE2
629,25476,entrées et plats composés,sandwichs,"Sandwich baguette, poulet, crudités (tomate, salade), mayonnaise","Sandwich made with French bread, chicken, raw vegetables (lettuce & tomato) and mayonnaise",2,0,3.44,191.0,3.65,0.0485,#5DADE2
630,25536,entrées et plats composés,sandwichs,"Sandwich baguette, salami, beurre","Sandwich made with French bread, salami and butter",2,0,4.75,236.0,3.28,0.0785,#5DADE2
631,25520,entrées et plats composés,sandwichs,"Sandwich baguette, saucisson, beurre","Sandwich made with French bread, dry sausage and butter",2,0,3.41,176.0,2.09,0.0507,#5DADE2
632,25488,entrées et plats composés,sandwichs,"Sandwich baguette, saumon fumé, beurre","Sandwich made with French bread, smoked salmon and butter",2,0,1.86,68.1,1.52,0.0337,#5DADE2
633,25431,entrées et plats composés,sandwichs,"Sandwich baguette, thon, crudités (tomate, salade), mayonnaise","Sandwich made with French bread, tuna, raw vegetables (tomato and lettuce) and mayonnaise",2,0,2.42,83.0,1.27,0.0492,#5DADE2
634,25490,entrées et plats composés,sandwichs,"Sandwich baguette, thon, maïs, crudités","Sandwich made with French bread, tuna, sweet corn and raw vegetables",2,0,1.86,68.1,1.52,0.0337,#5DADE2
635,25429,entrées et plats composés,sandwichs,"Sandwich grec ou Kebab, baguette, crudités","Sandwich made with French bread, kebab and raw vegetables",2,0,11.6,1230.0,4.64,0.202,#5DADE2
636,25428,entrées et plats composés,sandwichs,"Sandwich grec ou Kebab, pita, crudités","Sandwich made with pita bread, kebab and raw vegetables",2,0,11.6,1230.0,4.64,0.202,#5DADE2
637,25574,entrées et plats composés,sandwichs,"Sandwich pain de mie complet, jambon, crudités, fromage optionnel","Sandwich made with wholemeal loaf bread, ham, raw vegetables, cheese (optional)",2,0,2.62,138.0,2.5,0.0428,#5DADE2
638,25576,entrées et plats composés,sandwichs,"Sandwich pain de mie complet, jambon, fromage","Sandwich made with wholemeal loaf bread, ham and cheese",2,0,4.68,236.0,2.74,0.0679,#5DADE2
639,25577,entrées et plats composés,sandwichs,"Sandwich pain de mie complet, poulet, crudités, mayonnaise","Sandwich made with wholemeal loaf bread, chicken, raw vegetables and mayonnaise",2,0,3.44,191.0,3.65,0.0485,#5DADE2
640,25575,entrées et plats composés,sandwichs,"Sandwich pain de mie complet, thon, crudités, mayonnaise","Sandwich made with wholemeal loaf bread, tuna, raw vegetables and mayonnaise",2,0,2.42,83.0,1.27,0.0492,#5DADE2
641,25544,entrées et plats composés,sandwichs,"Sandwich pain de mie, garnitures diverses","Sandwich made with loaf bread, various filling",2,0,2.62,138.0,2.5,0.0428,#5DADE2
642,25434,entrées et plats composés,sandwichs,"Sandwich panini, jambon cru, mozzarella, tomates","Sandwich made with panini bread, raw cured ham, mozzarella cheese and tomato",2,0,4.32,213.0,2.63,0.0632,#5DADE2
643,25077,entrées et plats composés,plats composés,Saumon à l'oseille,Salmon with sorrel,2,0,5.74,270.0,1.23,0.0439,#5DADE2
644,25020,entrées et plats composés,plats composés,Soufflé au fromage,Cheese soufflé,2,0,2.93,160.0,1.82,0.0427,#5DADE2
645,25913,entrées et plats composés,soupes,"Soupe à la carotte, préemballée à réchauffer","Soup, carrots, prepacked, to be reheated",2,0,0.45,15.2,0.891,0.00288,#5DADE2
